Id,Name,Genre,Platform,Publisher,Critic_Score,Year,RAWG Score,Description
157,Uncharted 3: Drake's Deception,Action,PS3,Sony Computer Entertainment,9.3,2011.0,4.34,"The game develops a setting common to the entire Uncharted series. Game played from a third-person perspective, with the player in control of Nathan &quot;Nate&quot; Drake. This is a person passionately carried away by historical riddles, promising a reward in the form of hidden treasures.<br />
Drake can run with acceleration, make jumps, swim, climb up. Sometimes he demonstrates something completely acrobatic. For confrontation with opponents, he uses the art of hand-to-hand combat with a variety of attacks, including a battle with several opponents simultaneously. He also has a surprise concerning dealing with firearms. Weapons and ammunition he picks up from the defeated opponents.<br />
From time to time, further movement in the game requires the hero to find solutions to puzzles, using his diary and the hints of the game itself.<br />
Nathan with his mentor Victor Sullivan travels in search of the lost city. List of locations includes the streets of London, cities and deserts on the Middle East, a château in France etc."
159,Super Mario Party,Party,NS,Nintendo,7.3,2018.0,3.99,"Super Mario Party is the eleventh game in its series of party games and the first to be released for Nintendo Switch.
<h3>Plot</h3>
The characters from the Mario universe decide to start a party with a lot of competitive games to determine who of them is going to be the Super Star. 
<h3>Gameplay</h3>
The player controls his or her character from the third person view and navigates it in the Mario world to collect stars and participate in mini-games. 
<h3>Characters</h3>
The game features all the main playable characters from the previous Mario Party games, such as Mario, Princess Peach, Luigi, and Bowser. There&#39;s a roster of 20 characters, four of which need to be unlocked. Toad is not playable and serves as the party&#39;s host and judge instead. Super Mario Party introduces several characters that are new to the series, such as Monty Mole, Goomba, and Pom Pom, as well as reintroduces characters that only featured in the handheld spin-off installments, namely Diddy Kong and Bowser Jr.
<h3>Multiplayer</h3>
The game allows a variety of multiplayer options. Up to four players can compete the main Party mode, taking turns. In the Partner Party mode, the players compete in teams in the vein of Mario Party: Star Rush. Super Mario Party allows two players to use a single Switch, with each player taking one of Joy-Cons. The players can also synchronize their Switch consoles locally."
160,Rust,Action-Adventure,PC,Facepunch Studios,6.1,2018.0,3.34,"To survive is the main task in the game Rust. It is necessary to survive in the area, which is now wholly wild but was recently inhabited.<br />
At the beginning of the game, there is only a rock and a torch. The rest will have to be found or stolen.<br />
Bears and wolves roam the terrain, there are diseases and radiation in the game, but the main danger comes from other survivors. The game has only a multiplayer mode. We have to engage in skirmishes and hand-to-hand fighting with them.<br />
Players can not only compete, but also unite. Rare minutes of peace and security worth devoting to construction, equipment and strengthen the shelter, the base.<br />
Sometimes some helicopters shoot everyone on the ground. Fortunately, helicopters can be brought down.<br />
Weapons can be found, collected and improved. Sophisticated and more effective weapons sometimes cannot be assembled independently, you need to use drawings and find rare details, sometimes leaving very far.<br />
Sometimes planes drop from the sky &quot;parcels&quot; with various useful staff. The falling parcel is visible from afar, the path to its fall can be long. The package can be noticed by others. A long road can be facilitated by a vehicle. For example, a boat."
163,Half-Life 2,Shooter,PC,VU Games,9.7,2004.0,4.48,"Gordon Freeman became the most popular nameless and voiceless protagonist in gaming history. He is painted as the most famous scientist and a hero within the world of Half-Life, and for a good reason. In the first game he saved the planet from alien invasion, this time, when the invasion is already begun, the world needs his help one more time. And you, as a player, will help this world to survive. This time Gordon arrives in City 17, ravaged and occupied by Combines, where he meets his old Black Mesa friends. <br />
What is different, aside from the overall design quality, is the use of Valve’s Source engine that not only expands on the fluidity of character model animations and movement but allows players to interact with a myriad of objects with the advanced and realistic (to an extent) physics. Classic Headcrab Zombies are revamped and have new variants that provide players with different threats. For a story-driven FPS, Half-Life 2 is unique in its plot delivery, and making in-game mechanics feel natural, be it platforming or driving."
164,The Elder Scrolls V: Skyrim,Role-Playing,X360,Bethesda Softworks,9.3,2011.0,4.41,"The fifth game in the series, Skyrim takes us on a journey through the coldest region of Cyrodiil. Once again player can traverse the open world RPG armed with various medieval weapons and magic, to become a hero of Nordic legends –Dovahkiin, the Dragonborn. After mandatory character creation players will have to escape not only imprisonment but a fire-breathing dragon. Something Skyrim hasn’t seen in centuries.<br />
After Oblivion, the magic system was reworked, in order to show players more aggressive and direct combat. As a Dragonborn, your character will be able to use the powerful magic of dragon shouts, powered, upgraded and researched with the souls of the dragons that will be randomly encountered by players, while traveling. Hundreds of sidequests will invite players to discover every part of the newly introduced land. Aside from already filled with guilds, Daedra and steampunk Dwemer ruins, Skyrim has additional DLC content that not only brings Solstheim island and vampire conclave but gives players the ability to build their own homes, instead of buying pre-made ones."
165,Mario Party 8,Misc,Wii,Nintendo,6.5,2007.0,3.3,"
      The world’s most popular party video game franchise is getting a lot 
      crazier in Mario Party 8 for the Wii. Whether you’re shaking up cola 
      cans or lassoing barrels, you and your friends will be drawn into the 
      action like never before using the Wii Remote!
    
      Play with motion control! Row your way down a river, punch a statue to 
      pieces, steer race cars and mopeds, and handle a balancing pole while 
      walking a tightrope!
    <ul>
<li>
        Play with the pointer! Drag and drop decorations onto cakes, shoot 
        Boos in haunted house, quickly choose your answer in a game show!
      </li>
<li>
        Mash those Wii Remote buttons! Jump and pummel your way through a 
        football brawl, hop and run across an obstacle course of spinning 
        platforms!
      </li>
<li>
        Mario Party 8 includes six brand-new boards, dozens of minigames and 
        many new modes
      </li>
</ul>
      In a franchise first, you can collect special power-ups and transform 
      your character into a boulder that smashes rivals or a coin-sucking 
      vampire! Mario Party 8 includes “extra-large” minigames like Star 
      Carnival Bowling and Table Menace.
    "
166,Super Mario Kart,Racing,SNES,Nintendo,10.0,1992.0,4.08,"Select one of eight characters from the Mario™ series—offering a variety<br />
of driving styles—and take on three championship cups in three different<br />
kart classes. Win enough, and you&#39;ll unlock a fourth circuit: the<br />
ultra-tough Special Cup. Crossing the finish line in first place isn&#39;t<br />
an easy task, though, as each track has unique obstacles to conquer and<br />
racers can obtain special power-ups that boost them to victory. With<br />
more than 15 tracks to master and nearly endless replay value, Super<br />
Mario Kart is classic gaming…with some banana peels thrown in for good<br />
measure!<br />
This game is only playable in 2D.This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. See more Virtual Console games for Nintendo 3DS."
169,Final Fantasy VIII,Role-Playing,PS,Square EA,9.4,1999.0,4.26,"Final Fantasy VIII is a Japanese role-playing game, the eight main installments in Final Fantasy series.  
<h3>Plot and setting</h3>
Like most other Final Fantasy entries, the game takes place in an entirely new world that is not connected with previous games in the series. It can be described as the mix of modern Europe and futuristic setting with high fantasy influences. The game follows six main heroes, five of which are members of the elite military organization called SeeD, on their quest to defeat Ultimecia, an evil sorceress who wishes to compress time. Like its predecessor, Final Fantasy VII, the game heavily focuses on its story, characters and game world exposure.  
<h3>Gameplay</h3>
The gameplay of Final Fantasy VIII shares many similarities with other JRPGs of that era. The player can explore the overworld, visit different locations such as town, settlements, forests, interact with NPCs and fight numerous types of monsters in turn-based battles.<br />
While the world exploration aspect, for the most part, is similar to that of the previous game, the battle system has several notable differences. The combat in the game is centered on Junction system that allows the player to junction summoned monsters known as Guardian Forces to platy members. That gives characters the ability to use various magic, alter their stats and draw spells from enemies during the battles. Because of the system’s flexibility regarding character customization, the game is absent of job system typical for the series."
170,Final Fantasy X,Role-Playing,PS2,Square,9.0,2001.0,4.37,"Final Fantasy X is a RPG game developed by Square. It came out on 19-07-2001. It was published by Square. The game is rated as ""Exceptional"" on RAWG. <br>You can play Final Fantasy X on PC, PlayStation 4, PS Vita and PlayStation 2. <br>Hironobu Sakaguchi and Yoshinori Kitase produced the game. It was directed by Hironobu Sakaguchi and Yoshinori Kitase. It was scored by Junya Nakano, Masashi Hamauzu and Nobuo Uematsu. <br>"
173,Fallout 4,Role-Playing,PS4,Bethesda Softworks,8.6,2015.0,3.72,"The fourth game in the post-apocalyptic action RPG series from Bethesda studious brings players back to the retro-future. After customizing the facial features of the character, players will be admitted to the Vault 111 with their family, and tricked into entering the cryogenic capsule. After the rude awakening after the unknown amount of time has passed, the child is separated from the parents and the loving partner is killed in front of them – the main quest is settled. Now there’s only the giant open world to explore. Fallout 4 introduces the mechanics of settlement building, where players can build their own little town. Gathering material for crafting and building brings more “survival” elements into the old formula. Within their own settlements, players will be able to build all needed utilities, from storage spaces to power armor stations. Visual upgrade from the previous game brings life to what used to be brown wastelands, now filled with details and color."
174,Mario Kart 8,Racing,WiiU,Nintendo,8.8,2014.0,4.3,"WINNER: Best Sports/Racing Game and Best Family Game
--The Game Awards 2014
Expand your game-play options in the Mario Kart™ 8 game with two DLC<br />
packs that feature new tracks, new vehicles, and new characters like<br />
Link™ from The Legend of Zelda™ series and Isabelle from the Animal<br />
Crossing™ series/franchise. Learn<br />
more.
Race upside-down and along walls on anti-gravity tracks in the most<br />
action-fueled Mario Kart™ game yet! Take on racers across the globe and<br />
share videos of your greatest moments via Mario Kart TV.*
Driving up a waterfall or across the ceiling can provide an intense<br />
adrenaline rush, but that’s not all anti-gravity is good for. It also<br />
provides a wild new gameplay mechanic: if you collide into other racers<br />
in zero-g, you’ll earn speed boosts worth bragging about. Luckily, you<br />
can upload and share your best moments and watch your friends’ using the<br />
all-new Mario Kart TV.<em> Returning features include 12-player online<br />
play</em>, gliders, underwater racing, motorbikes, and custom karts. You can<br />
even race as Bowser’s seven minions, the Koopalings!
Race along walls and upside-down on twisting anti-gravity racetracks!
Share highlight videos of your greatest moments with friends via the<br />
Mario Kart TV feature and Miiverse™*
Race and battle with friends locally<em> or connect online to play with<br />
random players from around the world</em>
Fan favorite features from past Mario Kart™ games include gliders,<br />
underwater racing, motorbikes, mid-air tricks, and more
For the first time ever, play as all seven of Bowser’s minions, the<br />
Koopalings!
Crisp HD graphics and fluid animation offers players the most visually<br />
stunning Mario Kart™ yet
In-game content available for purchase using stored account funds.
*Wireless broadband Internet access required for online play. Learn more<br />
at support.nintendo.com.<br />
Additional systems and games are required for multiplayer mode. Sold<br />
separately."
176,Tekken 3,Fighting,PS,Namco,9.6,1998.0,4.37,"Tekken 3 (Japanese: 鉄拳3) is a fighting game, the third installment in the Tekken series. It was released in arcades in March 1997, and for the PlayStation in 1998. The original arcade version of the game was released in 2005 for the PlayStation 2 as part of Tekken 5&#39;s Arcade History mode.<br />
Tekken 3 was the first game released on Namco System 12 hardware (the original two Tekken games used System 11). The game features a largely new cast of characters, including the debut of several now-staple characters such as Jin Kazama, Ling Xiaoyu, Julia Chang and Hwoarang, with a total of twenty-three characters. The home version included a new beat&#39;em up mode called Tekken Force, as well as the bonus Tekken Ball mode.<br />
Tekken 3 is considered one of the greatest games of all time. With more than 8.5 million copies sold worldwide, Tekken 3 is the second best selling fighting game of all time and the fourth best-selling PlayStation game. A non-canonical sequel was released in 1999 and 2000 in arcades and on the PlayStation 2 respectively, titled Tekken Tag Tournament. It was followed by the canonical sequel Tekken 4 in arcades and on the PlayStation 2 in 2001 and 2002, respectively."
177,FIFA 16,Sports,PS4,EA Sports,8.5,2015.0,3.27,"FIFA 16 innovates across the entire pitch to deliver a balanced, authentic, and exciting football experience that lets you play your way, and compete at a higher level. And with all new ways to play! <br/>With innovative gameplay features, FIFA 16 brings Confidence in Defending, Control in Midfield, and gives you the tools to create more Moments of Magic than ever before. Fans new to the franchise, or skilled players looking to improve their game will have a chance to Compete at a Higher Level using the all new FIFA Trainer. Innovation Across the Entire Pitch. New Ways to Play. Compete at a Higher Level. <br/>Play Beautiful in FIFA 16. <br/><br/>*Users who have enabled Chat or UGM Restriction on their Sony Entertainment Network account will be unable to access the ''Pro Clubs'' game mode.<br/><br/><br/><br/>Additional hardware required for Remote Play.<br/><br/>Use of PSN and SEN account are subject to the Terms of Service and User Agreement and applicable privacy policy (see terms at sonyentertainmentnetwork.com/terms-of-service &amp; sonyentertainmentnetwork.com/privacy-policy). *Online multiplayer also requires a PlayStation®Plus subscription.<br/><br/>1-4 players<br/>Network Players 2-22<br/>19MB minimum save size<br/>DUALSHOCK®4<br/>Remote Play<br/>1080p HD Video Output<br/>Online Play (Optional)<br/><br/>  Software subject to license (us.playstation.com/softwarelicense).  Online activity subject to Terms of Services and User Agreement (www.playstationnetwork.com/terms-of-service). One-time license fee for play on account’s designated primary PS4™ system and other PS4™ systems when signed in with that account.<br/><br/>"
178,The Last of Us,Action-Adventure,PS3,Sony Computer Entertainment America,9.5,2013.0,4.58,"The population of the Earth almost disappeared as a result of a pandemic caused by a mutated fungus. The disease causes irreversible changes in the human body, a person loses his mind and behaves aggressively, like a zombie. Civilization no longer exists, few survivors live in isolation under the protection of the military.<br />
Cities outside the zones are dangerous ruins inhabited by infected people and people who have almost lost humanity.<br />
Heroes, the smuggler Joel and teenage girl Ellie, are trying to cross the continent, colliding in depopulated cities with all the set of dangers. The game requires hidden actions, the combat capability and the number of ammunition of the heroes are small, and it is best for them to avoid fighting. For most of the game, the player controls Joel, while Ellie and Joel&#39;s other companions are controlled by artificial intelligence.<br />
The levels of the game are very extensive, at each level the task is the same - to reach a certain point alive.
Characters have something like a shotgun pistol, bow and arrow, as well as improvised items - pipes, sticks, baseball bats.<br />
From time to time, it is necessary to solve the problem of perceptiveness.<br />
Artificial intelligence, which controls opponents, can behave differently depending on the situation."
179,GoldenEye 007,Shooter,N64,Nintendo,9.8,1997.0,4.34,"GoldenEye 007 is a first-person shooter video game developed by Rare and based on the 1995 James Bond film GoldenEye. It was released for the Nintendo 64 video game console in August 1997. The game features a single-player campaign in which players assume the role of British Secret Intelligence Service agent James Bond as he fights to prevent a criminal syndicate from using a satellite weapon against London to cause a global financial meltdown. The game includes a split-screen multiplayer mode in which two, three, or four players can compete in different types of deathmatch games.<br />
GoldenEye 007 was developed over a period of two and a half years by an inexperienced team led by Martin Hollis, who had previously worked on the coin-op version of Killer Instinct. It was partially conceived as an on-rails shooter inspired by Sega&#39;s Virtua Cop, before being redesigned as a free-roaming shooter. The game was highly acclaimed by the gaming media and sold over eight million copies worldwide, making it the third-best-selling Nintendo 64 game. It received the BAFTA Interactive Entertainment Games Award and four awards from the Academy of Interactive Arts &amp; Sciences.<br />
Retrospectively, GoldenEye 007 is considered an important game in the history of first-person shooters for demonstrating the viability of game consoles as platforms for the genre, and for signalling a transition from the then-standard Doom-like approach to a more realistic style. It pioneered features such as atmospheric single-player missions, stealth elements, and a console multiplayer deathmatch mode. The game is frequently cited as one of the greatest video games of all time. A spiritual successor, Perfect Dark, was released in 2000, while a reimagining of the game, also titled GoldenEye 007, was released in 2010."
180,Star Wars Battlefront (2015),Shooter,PS4,Electronic Arts,7.1,2015.0,3.51,"Despite its name, Star Wars Battlefront II is the seventh game in the Battlefront series of action games. It is a direct sequel to the 2015 Star Wars Battlefront that became the series&#39;s reboot.
<h3>Story mode</h3>
The game is set in the Star Wars universe during and after the fall of the Galactic Empire. Its story mode fills the gap between the original trilogy and Episode VII: The Force Awakens. In the story campaign mode, the player controls the Imperial Inferno Squad led by the game&#39;s main protagonist, Iden Versio (who is voiced by Janina Gavankar). She and her special forces group participate in a variety of missions spanning almost 30 years. On certain levels, the player will also control other characters, including rebels.
<h3>Arcade mode</h3>
Besides the story mode, there&#39;s the Arcade mode that offers the players to take on the role of any Star Wars character from the said period, such as Darth Vader, Han Solo, Luke, Rey, Kylo Ren, among others. The player can choose the battle to participate in, the side to fight for, and the character, or even to customize the mission. 
<h3>Multiplayer</h3>
The Arcade mode offers a local cooperative multiplayer. Besides that, there are nine online multiplayer modes that include traditional types like team deathmatch and capture the flag. Some of this modes, like Galactic Assault, support up to 40 players at once and allow the players to participate in a large-scale battle between the rebels and the Empire."
182,Halo 2,Shooter,XB,Microsoft Game Studios,9.6,2004.0,4.41,"The Covenant alien race threatens to destroy all humankind, and the only thing standing in its way is Master Chief, a genetically enhanced supersoldier. Master Chief returns in Halo 2, which features new vehicles, weapons, environments, and more. This time, you can interact with your environment, wield two weapons at the same time, board opponents&#39; vehicles, and even switch sides to play the role of a Covenant Elite. Halo 2 also supports broadband multiplayer action via Xbox Live."
184,Unreal,Shooter,PC,GT Interactive,8.7,1998.0,4.21,"Unreal is an action-shooter game developed by Digital Extremes and Epic MegaGames. It was originally released in 1998. It was published by GT Interactive Software. Most rawgers rated the game as ""Recommended"". <br>You can play Unreal on PC. <br>Greg Williams and Jason Schreiber produced the game. Alexander Brandon, Andrew G. Sega, Dan Gardopée and Michiel van den Bos scored the game. <br>"
185,The Sims 3,Simulation,PC,Electronic Arts,8.5,2009.0,3.89,"The Sims 3 is the third part of its series. Like all Sims game, it allows the player to control the life of a person or even a whole family.
<h3>Character creation</h3>
Before the main game starts, the player has to create his or her character, called sim. The player can choose to play as a single character or a family. The game allows full customization for each sim. The player chooses their gender, age, race, and body type, as well as their traits that influence the sim&#39;s in-game behavior. The traits help sims to learn new skills that will be useful in their job and social life. The player can also choose to set all settings to random. There are also settings that define if the sims will age, and how fast.
<h3>Gameplay</h3>
The game introduces the open world that lives on its own even when the player doesn&#39;t interfere. Unlike in Sims 2, the world is seamless and there&#39;s no long load time when you travel it. The sims themselves became more independent and require less player attention to stay alive. Sims 3 is less oriented towards &quot;tamagotchi&quot;-like life-sustaining and more towards actually living the sims&#39; lives, such as going to work, attending parties, making friends and flirting. The sims will occasionally have wishes, and fulfilling them earns the character more happiness points.
<h3>Building homes</h3>
The building mode didn&#39;t change much since Sims 2, but the game introduced a few additional options. Most notably, elements don&#39;t have to be aligned to a grid anymore. The player can place them diagonally at any angle."
186,Grand Theft Auto: Liberty City Stories,Action,PSP,Rockstar Games,8.8,2005.0,3.94,"Forced to fight for his life in Liberty City, Toni Cipriani must use any means necessary to secure his place in the leadership of the Leone family.<br />
Purchase or use of this item is subject to the PlayStation®Network Terms of Service, this item’s use restrictions, and other applicable terms located at http://www.us.playstation.com/support/useragreements. If you do not wish to accept all these terms, do not purchase or use this item. One-time license fee for downloads to up to 2 console systems that are associated with the purchasing account.<br />
Access to special features require internet connection, may not be available to all users, and may, upon 30 days notice, be terminated, modified, or offered under different terms.<br />
This title has been converted from the original PlayStation®2 version to the PS3™ system. Consequently, there may be times where the title plays differently from the PlayStation®2 version, or where some features may not function properly. This version does not support PlayStation®2 peripherals, therefore some functionalities may not be available.<br />
This item is being licensed to you by Sony Computer Entertainment America and is subject to the Network Terms of Service and User Agreement, this item’s use restrictions and other applicable terms located at www.us.playstation.com/support/useragreements. If you do not wish to accept all these terms, do not download this item. This item may be used with up to 2 activated systems associated with this Sony Entertainment Network Account. Please see software description for device compatibility."
188,God of War III,Action,PS3,Sony Computer Entertainment,9.2,2010.0,4.37,"The final part of the original trilogy about Kratos, who is on the mission to revenge his loved ones and who killed the god of war and took his place. The game is exclusive for PlayStation 3 and 4.
God of War III is a typical action-adventure slasher. The game is the seventh in the series, it is a direct continuation of God of War II story. The main elements of the game are borrowed from ancient Greek mythology. The player controls Kratos - who lost his place on Olympus this time. Together with the goddess of the land of Gaia, he climbs Mount Olympus to defeat Zeus but fails and thrown into the waters of the River Styx. The plot narrates about the ascent of the main character back to the tops.
From the gameplay point of view the game is not much different from the previous parts. This is also an action packed third-person slasher with RPG elements and handcrafted cinematics. In the hands of Kratos, two blades, whose possibilities can be improved for in-game currency, other weapons will be available as the passage progresses. All levels of the game end with boss battles with heavy use of Quick-Time-Events."
190,The Legend of Zelda: Ocarina of Time,Adventure,N64,Nintendo,9.9,1998.0,4.35,"The Legend of Zelda™: Ocarina of Time™ – one of the most critically<br />
acclaimed games ever made –returns on the Nintendo eShop for Wii U™. Set<br />
off on a legendary journey to stop Ganondorf, who has plunged Hyrule<br />
into darkness. Travel through time as child and adult Link™ and<br />
experience Hyrule in peace and war to save the world and protect the<br />
Triforce.
Your quest takes you through dense forests and across wind-whipped<br />
deserts. Swim raging rivers, climb treacherous mountains, dash on<br />
horseback across rolling hills, and delve into dungeons full of<br />
creatures that fight to the finish to put an end to your adventures. As<br />
Link, you&#39;ll also travel through time to solve puzzles, save friends,<br />
and right Ganondorf&#39;s wrongs with the help from your trusty Ocarina of<br />
Time and the mysterious youth, Sheik. The Legend of Zelda: Ocarina of<br />
Time is one of Nintendo&#39;s most epic challenges ever and one of its most<br />
touching stories, and is an absolute must-play for Nintendo fans.<br />
This classic game is part of the Virtual Console service, which brings you great games created for consoles such as NES™, Super NES™ and Game Boy™ Advance. We hope you&#39;ll enjoy the new features (including off-TV play) that have been added to this title. See more Virtual Console games for Wii U."
191,Crash Bandicoot 2: Cortex Strikes Back,Platform,PS,Sony Computer Entertainment,8.6,1997.0,4.28,"A direct sequel to the Naughty Dog’s Crash Bandicoot was quickly put together, due to the success of the original. It’s a direct continuation of the story, with Crash trying to stop Doctor Neo Cortex from conquering the world once again. After his defeat in the original game, Cortex fell from his lair into the cavern, filled with glowing crystals. When he examines them thoroughly, it is clear that only these crystals can absorb the energy that would otherwise destroy the planet, and in order to gather all 25 remaining crystals he tricks Crash into helping him.<br />
Crash Bandicoot 2 is built on the same engine as the first one. Each stage has a crystal, and each of them can be accessed through the Warp Room. At the end of each level, Crash will have to face four bosses before his final clash with Cortex. As a 3D platforming game, Crash Bandicoot allows players to run and jump through the levels, with a fixed camera, centered either directly behind Crash in 3D sections or placed to the side in 2D platforming sections. Each stage has a set of hazards, that might come in forms of enemies with fixed walking and attack patterns, environmental traps, or boxes that will damage Crash when he breaks them."
192,Call of Duty: Advanced Warfare,Shooter,PS4,Activision,8.5,2014.0,3.39,"Call of Duty: Advanced Warfare is an FPS developed by Sledgehammer Games. It is the eleventh major installment in the series.
In the year 2054, the private military companies become the world&#39;s leading military power. Countries replace their own armies by hiring PMCs. You play as Jack Mitchell, the soldier of the biggest PMC named Atlas. You are a loyal combatant, yet a major conspiracy is unraveled in Atlas. 
The game&#39;s core mechanics revolve around an exoskeleton that is worn by the Protagonist. Exoskeletons offer their users enhanced mobility, strength and unique abilities such as dash, ballistic shield or a short-timed boost. Advanced Warfare does not feature a tradition heads-up display, using holographic projection on the weapons as its interface. 
During singleplayer, the players are able to upgrade their exoskeleton using upgrade points that are gained after every mission. 22 points are required in order to purchase every exo upgrade. 
As for the multiplayer, the game does not feature many changes apart from the enhanced mobility and the Pick 13 system that allows players to choose any equipment available as long as it does not exceed 13 allocated slots."
194,Call of Duty: World at War,Shooter,X360,Activision,8.5,2008.0,3.92,"Call of Duty: World at War is a first-person shooter set during World War II and based on several historical battles. The action switches between three playable characters and covers the Pacific Theater and Eastern Front. The story begins with U.S. Marine Private C. Miller who is captured by the Japanese and waits for execution. Later it jumps over war theaters and the timeline, skipping entire months.<br />
The battles in World at War are quite realistic, with the maximum of two weapons you can carry plus hand grenades. AI allies fight alongside to you, and there&#39;s also a cover system that helps to restore health and complete stealthy missions. The variety of levels includes PBY missions, sniper tasks, and sea battles. <br />
World at War is the first game of the franchise to introduce Nazi Zombies mode - a cooperative mini-game where 2 to 4 players fight endless hordes of zombies. While the area cover in this mode is quite small, it was expanded by the World at War map packs."
196,Super Mario Galaxy 2,Platform,Wii,Nintendo,9.7,2010.0,4.27,"Mario is invited to Princess Peach&#39;s castle, and on his way notices a<br />
strange light in the grass. As he peers cautiously through the reeds, he<br />
sees a small, lost Luma. With the baby Luma tucked safely under his cap,<br />
Mario rushes on to the castle. But when he gets there, something<br />
unexpected is waiting for him...
Collect stars as Mario travels from galaxy to galaxy, working through<br />
various levels—sometimes upside-down, sometimes floating from place to<br />
place. Mario can also team up with his dinosaur buddy Yoshi, who adds a<br />
number of possibilities to the gravity-defying gameplay. Power-ups for<br />
Mario and Yoshi will give them new abilities to help platform to<br />
unreachable areas, or defeat strong enemies. Skilled players will want<br />
to collect Comet Metals to unlock harder levels with even more<br />
challenges. Play solo or partner up with a friend or family member as<br />
you prepare for liftoff and discovery!
Please note that this game does not include Miiverse support.
The following controllers are required to play this game: Wii Remote +<br />
Nunchuck."
197,Super Smash Bros. Melee,Fighting,GC,Nintendo,9.2,2001.0,4.34,"Super Smash Bros. Melee is a crossover fighting video game developed by HAL Laboratory and published by Nintendo for the GameCube video game console. It is the second game in the Super Smash Bros. series, following the 1999 release of the original game. It was released in Japan and North America in 2001, and in Europe and Australia in 2002.<br />
The game features characters from Nintendo video game franchises such as Mario, The Legend of Zelda, Star Fox, and Pokémon. The stages and gameplay modes make references to, or take their designs from these franchises as well. Melee includes all playable characters from the first game in the series on the Nintendo 64 and also adds characters from franchises such as Fire Emblem, of which no games had been released outside Japan at the time. Melee&#39;s gameplay system offers an unorthodox approach to the fighting game genre with a counter that measures damage with increasing percentages, rather than a depleting health bar seen in most fighting games. It builds on the first game by adding new gameplay features and playable characters. Following the popularity of its multiplayer gameplay, Melee has been featured in many competitive gaming tournaments, and is one of the most popular fighting games for competitive play.<br />
The game received critical praise, as well as awards and acknowledgements from gaming publications. It achieved strong sales upon release, and is the GameCube&#39;s best-selling game, with more than 7 million copies sold by March 2008. It is considered to be one of the best video games of all time."
199,Battlefield 3,Shooter,X360,Electronic Arts,8.5,2011.0,4.0,"The eleventh game in the Battlefield series, a direct sequel to Battlefield 2.<br />
You can play for 4 characters.<br />
Sgt. Henry Blackburn, &quot;Black&quot; - the main character, the American Marine of the 1st reconnaissance battalion.<br />
Sgt. Jonathan Miller, Jono is a sergeant, operator of the M1A2 Abrams tank.<br />
Lt. Jennifer Hawkins, Colby is a lieutenant, pilot of the American F / A-18F Super Hornet bomber.<br />
Dmitry Mayakovsky, &quot;Dima&quot; - an operative of the GRU, a former fighter of the special unit &quot;Vympel&quot;.<br />
The main hero is Henry Blackburn, his character is the main part of a single campaign. The missions in the game are presented in the form of memoirs of Blackburn, on whose behalf the story is being conducted.<br />
Locations - Long Island, Paris, Tehran and Iraqi deserts, Persian Gulf, Azerbaijan. The behavior of various weapons is closest to reality: recharging, portability, the trajectory of bullets, the dependence of the speed of bullets emanating from the barrel and their energy from their caliber and barrel length. The number of additional modules for weapons and the weapons in Battlefield 3 is 10 times more than in Battlefield 2."
